"id","EAP","HPL","MWS"
"id09922",0.46,0.14,0.4
"id09923",0.82,0.06,0.12
"id09928",0.22,0.1,0.68
"id09931",0.36,0.2,0.44
"id09934",0.56,0.34,0.1
"id09937",0.78,0.14,0.08
"id09947",0.8,0.14,0.06
"id09950",0.48,0.34,0.18
"id09956",0.66,0.3,0.04
"id09957",0.68,0.28,0.04
"id09958",0.72,0.22,0.06
"id09960",0.28,0.04,0.68
"id09962",0.28,0.2,0.52
"id09964",0.38,0.12,0.5
"id09969",0.3,0.66,0.04
"id09970",0.32,0.26,0.42
"id09971",0.88,0.12,0
"id09972",0.62,0.02,0.36
"id09975",0.68,0.22,0.1
"id09979",0.48,0.28,0.24
"id09982",0.84,0.1,0.06
"id09992",0.74,0.18,0.08
"id09997",0.78,0.06,0.16
"id09998",0.76,0.08,0.16
"id09999",0.44,0.14,0.42
"id10002",0.34,0.5,0.16
"id10012",0.72,0.06,0.22
"id10015",0.96,0.02,0.02
"id10016",0.46,0.16,0.38
"id10018",0.52,0.06,0.42
"id10021",0.42,0.38,0.2
"id10022",0.1,0.56,0.34
"id10024",0.82,0.16,0.02
"id10027",0.3,0.64,0.06
"id10028",0.6,0.28,0.12
"id10029",0.44,0.44,0.12
"id10030",0.92,0.04,0.04
"id10032",0.48,0.2,0.32
"id10034",0.26,0.62,0.12
"id10035",0.86,0.06,0.08
"id10040",0.58,0.36,0.06
"id10042",0.46,0.22,0.32
"id10046",0.82,0.1,0.08
"id10054",0.6,0.3,0.1
"id10057",0.62,0.32,0.06
"id10058",0.6,0.08,0.32
"id10061",0.5,0.18,0.32
"id10069",0.82,0.14,0.04
"id10070",0.76,0.12,0.12
"id10071",0.54,0.3,0.16
"id10078",0.32,0.14,0.54
"id10079",0.64,0.28,0.08
"id10086",0.28,0.34,0.38
"id10089",0.16,0.7,0.14
"id10094",0.54,0.14,0.32
"id10095",0.4,0.46,0.14
"id10096",0.24,0.36,0.4
"id10099",0.4,0.52,0.08
"id10103",0.52,0.24,0.24
"id10104",0.6,0.12,0.28
"id10107",0.34,0.16,0.5
"id10111",0.96,0.02,0.02
"id10114",0.18,0.68,0.14
"id10115",0.28,0.32,0.4
"id10122",1,0,0
"id10132",0.42,0.1,0.48
"id10134",0.42,0.54,0.04
"id10136",0.32,0.22,0.46
"id10137",0.38,0.02,0.6
"id10144",0.22,0.7,0.08
"id10146",0.44,0.1,0.46
"id10148",0.54,0.34,0.12
"id10163",0.32,0.32,0.36
"id10172",0.12,0.04,0.84
"id10174",1,0,0
"id10178",0.4,0.2,0.4
"id10183",0.18,0.58,0.24
"id10186",0.76,0.02,0.22
"id10187",0.6,0,0.4
"id10188",0.32,0.22,0.46
"id10193",0.44,0.24,0.32
"id10201",0.7,0.16,0.14
"id10203",0.42,0.34,0.24
"id10204",0.5,0.22,0.28
"id10206",0.92,0,0.08
"id10207",0.5,0.2,0.3
"id10208",1,0,0
"id10209",0.32,0.28,0.4
"id10215",0.46,0.36,0.18
"id10216",0.4,0.34,0.26
"id10217",0.42,0.48,0.1
"id10226",0.94,0.06,0
"id10234",0.56,0.14,0.3
"id10235",0.7,0.12,0.18
"id10236",0.2,0,0.8
"id10240",0.08,0.7,0.22
"id10242",0.82,0,0.18
"id10247",0.42,0.46,0.12
"id10252",0.68,0.02,0.3
"id10254",0.68,0.1,0.22
"id10257",0.36,0.52,0.12
"id10262",0.46,0.46,0.08
"id10267",0.72,0.28,0
"id10271",0.6,0.2,0.2
"id10275",0.36,0.14,0.5
"id10281",0.24,0.3,0.46
"id10285",0.8,0.08,0.12
"id10286",0.74,0.02,0.24
"id10287",0.72,0.06,0.22
"id10289",0.88,0.1,0.02
"id10294",0.32,0.26,0.42
"id10295",0.6,0.16,0.24
"id10299",0.1,0.12,0.78
"id10302",0.76,0.08,0.16
"id10305",0.54,0.34,0.12
"id10307",0.64,0.2,0.16
"id10308",0.28,0.12,0.6
"id10309",0.36,0.34,0.3
"id10316",0.64,0.26,0.1
"id10320",0.46,0.54,0
"id10323",0.86,0.02,0.12
"id10333",0.52,0.18,0.3
"id10335",0.68,0.18,0.14
"id10337",0.54,0.06,0.4
"id10342",0.86,0.02,0.12
"id10346",0.4,0.26,0.34
"id10354",0.72,0.08,0.2
"id10355",0.78,0.22,0
"id10357",0.14,0.16,0.7
"id10358",0.42,0.42,0.16
"id10359",0.72,0.2,0.08
"id10360",0.8,0.2,0
"id10361",0.52,0.38,0.1
"id10363",0.28,0.52,0.2
"id10365",0.4,0.4,0.2
"id10369",0.14,0.14,0.72
"id10370",0.42,0.48,0.1
"id10371",0.36,0.22,0.42
"id10372",0.66,0.18,0.16
"id10374",0.92,0,0.08
"id10376",0.22,0.74,0.04
"id10379",0.6,0.28,0.12
"id10382",0.58,0.24,0.18
"id10385",0.76,0.14,0.1
"id10390",0.34,0.58,0.08
"id10392",0.06,0.4,0.54
"id10393",0.32,0.64,0.04
"id10394",0.26,0.6,0.14
"id10396",0.68,0.1,0.22
"id10397",0.96,0,0.04
"id10398",0.38,0.02,0.6
"id10400",0.62,0.06,0.32
"id10410",0.46,0.2,0.34
"id10412",0.72,0.06,0.22
"id10416",0.68,0.3,0.02
"id10425",0.64,0.18,0.18
"id10426",0.48,0.1,0.42
"id10429",0.58,0.16,0.26
"id10430",0.88,0.04,0.08
"id10439",0.82,0.08,0.1
"id10441",0.26,0.5,0.24
"id10445",0.98,0.02,0
"id10460",0.82,0.04,0.14
"id10479",0.58,0.04,0.38
"id10483",0.96,0.04,0
"id10493",0.38,0.22,0.4
"id10494",0.62,0.24,0.14
"id10495",0.36,0.46,0.18
"id10496",0.22,0.5,0.28
"id10497",0.54,0.2,0.26
"id10498",0.52,0.4,0.08
"id10501",0.24,0.4,0.36
"id10506",0.78,0.12,0.1
"id10507",0.14,0.3,0.56
"id10513",0.44,0.38,0.18
"id10522",0.34,0.62,0.04
"id10525",0.7,0.16,0.14
"id10526",0.58,0,0.42
"id10527",0.64,0.04,0.32
"id10529",0.82,0.12,0.06
"id10532",0.64,0.02,0.34
"id10534",0.26,0.48,0.26
"id10536",0.8,0.08,0.12
"id10544",0.62,0.18,0.2
"id10546",0.8,0.12,0.08
"id10551",0.4,0.5,0.1
"id10554",0.2,0.22,0.58
"id10558",0.42,0.54,0.04
"id10560",0.6,0.08,0.32
"id10567",0.48,0.3,0.22
"id10568",0.58,0.08,0.34
"id10569",0.42,0.12,0.46
"id10572",0.76,0.18,0.06
"id10574",0.34,0.56,0.1
"id10579",0.6,0.26,0.14
"id10580",0.36,0.1,0.54
"id10581",0.82,0.18,0
"id10586",0.5,0.06,0.44
"id10588",0.66,0.12,0.22
"id10590",0.56,0.38,0.06
"id10593",0.42,0.44,0.14
"id10595",0.4,0.4,0.2
"id10600",0.42,0.1,0.48
"id10603",0.82,0,0.18
"id10604",0.52,0.18,0.3
"id10608",0.26,0.58,0.16
"id10615",0.46,0.18,0.36
"id10617",0.74,0.04,0.22
"id10623",0.94,0,0.06
"id10624",0.66,0.2,0.14
"id10628",0.7,0.28,0.02
"id10632",0.6,0.16,0.24
"id10641",0.6,0.12,0.28
"id10646",0.44,0.48,0.08
"id10652",0.88,0,0.12
"id10661",1,0,0
"id10667",0.72,0.22,0.06
"id10671",0.46,0.38,0.16
"id10674",0.34,0.28,0.38
"id10680",0.34,0.6,0.06
"id10688",0.32,0.54,0.14
"id10689",0.14,0.18,0.68
"id10690",0.24,0.36,0.4
"id10691",0.2,0.5,0.3
"id10696",0.4,0.34,0.26
"id10697",0.74,0.1,0.16
"id10698",0.4,0.24,0.36
"id10699",0.44,0.5,0.06
"id10702",0.12,0.78,0.1
"id10703",0.44,0.18,0.38
"id10707",0.8,0.04,0.16
"id10709",0.22,0.36,0.42
"id10710",0.34,0.5,0.16
"id10712",0.68,0.02,0.3
"id10714",0.62,0.3,0.08
"id10716",0.38,0.3,0.32
"id10717",0.46,0.14,0.4
"id10718",0.4,0.02,0.58
"id10720",0.94,0,0.06
"id10722",0.74,0.1,0.16
"id10726",0.48,0.3,0.22
"id10730",0.3,0.56,0.14
"id10739",0.28,0.3,0.42
"id10740",0.52,0.3,0.18
"id10742",0.46,0.3,0.24
"id10745",0.6,0.4,0
"id10746",0.74,0,0.26
"id10747",1,0,0
"id10749",0.5,0.38,0.12
"id10753",0.6,0.18,0.22
"id10756",0.28,0.4,0.32
"id10763",0.98,0,0.02
"id10766",0.76,0.18,0.06
"id10767",0.32,0.44,0.24
"id10769",0.72,0.24,0.04
"id10770",0.88,0.06,0.06
"id10772",0.44,0.22,0.34
"id10776",0.62,0.22,0.16
"id10781",0.14,0.62,0.24
"id10782",1,0,0
"id10784",0.36,0.5,0.14
"id10785",0.88,0.02,0.1
"id10786",0.9,0.04,0.06
"id10789",0.64,0.06,0.3
"id10791",0.66,0.22,0.12
"id10795",0.18,0.18,0.64
"id10801",0.24,0.72,0.04
"id10804",0.42,0.54,0.04
"id10805",0.62,0.32,0.06
"id10808",0.76,0.2,0.04
"id10811",0.76,0.16,0.08
"id10817",0.48,0.38,0.14
"id10818",0.42,0.24,0.34
"id10819",0.26,0.54,0.2
"id10830",0.12,0.82,0.06
"id10840",0.52,0.38,0.1
"id10841",0.32,0.28,0.4
"id10844",0.3,0.62,0.08
"id10845",0.52,0.24,0.24
"id10849",0.5,0.38,0.12
"id10850",0.52,0.44,0.04
"id10859",0.72,0.26,0.02
"id10860",0.1,0.64,0.26
"id10863",1,0,0
"id10871",0.4,0.12,0.48
"id10873",0.52,0.26,0.22
"id10881",0.8,0.06,0.14
"id10891",0.4,0.28,0.32
"id10892",0.38,0.38,0.24
"id10898",0.36,0.16,0.48
"id10903",0.94,0.02,0.04
"id10904",0.52,0.4,0.08
"id10919",0.92,0.02,0.06
"id10922",0.26,0.34,0.4
"id10923",0.6,0.02,0.38
"id10925",0.52,0.2,0.28
"id10930",0.58,0.4,0.02
"id10936",0.52,0.24,0.24
"id10937",0.4,0.44,0.16
"id10947",0.66,0.1,0.24
"id10949",0.16,0.76,0.08
"id10956",0.76,0.18,0.06
"id10962",0.86,0.12,0.02
"id10964",0.26,0.18,0.56
"id10965",0.18,0.2,0.62
"id10966",0.26,0.34,0.4
"id10968",1,0,0
"id10969",0.64,0.24,0.12
"id10972",0.12,0.3,0.58
"id10976",0.2,0.56,0.24
"id10983",0.48,0.22,0.3
"id10985",0.54,0.28,0.18
"id10989",0.74,0.18,0.08
"id11002",0.12,0.36,0.52
"id11005",0.16,0.2,0.64
"id11006",0.74,0.18,0.08
"id11017",0.7,0.22,0.08
"id11018",0.34,0.62,0.04
"id11019",0.96,0.02,0.02
"id11022",0.58,0.28,0.14
"id11026",0.22,0.7,0.08
"id11028",0.42,0.06,0.52
"id11030",0.88,0.04,0.08
"id11035",0.78,0.14,0.08
"id11038",0.66,0.34,0
"id11040",0.48,0.2,0.32
"id11041",0.7,0.1,0.2
"id11044",0.52,0.36,0.12
"id11050",0.38,0.32,0.3
"id11054",0.4,0.42,0.18
"id11057",0.52,0.36,0.12
"id11058",0.32,0.16,0.52
"id11066",0.36,0.6,0.04
"id11067",0.44,0.04,0.52
"id11068",0.38,0.4,0.22
"id11070",0.78,0.18,0.04
"id11082",0.8,0,0.2
"id11088",0.32,0.34,0.34
"id11090",0.66,0.26,0.08
"id11093",0.7,0.18,0.12
"id11103",0.68,0.02,0.3
"id11105",0.3,0.48,0.22
"id11108",0.34,0.4,0.26
"id11119",0.52,0.16,0.32
"id11126",0.26,0.22,0.52
"id11132",0.76,0.18,0.06
"id11133",0.38,0.22,0.4
"id11134",0.22,0.48,0.3
"id11135",0.86,0.08,0.06
"id11138",0.26,0.28,0.46
"id11144",0.46,0.14,0.4
"id11148",0.54,0.32,0.14
"id11149",0.36,0.4,0.24
"id11150",0.2,0.7,0.1
"id11153",0.12,0.76,0.12
"id11154",0.46,0.4,0.14
"id11156",0.46,0.14,0.4
"id11164",0.68,0.08,0.24
"id11169",0.52,0.38,0.1
"id11171",0.7,0.16,0.14
"id11183",0.48,0.2,0.32
"id11186",0.68,0.08,0.24
"id11191",0.52,0.46,0.02
"id11192",0.76,0.22,0.02
"id11193",0.76,0.16,0.08
"id11196",0.96,0.04,0
"id11197",0.54,0.42,0.04
"id11200",0.76,0.22,0.02
"id11202",0.6,0.16,0.24
"id11203",0.52,0.3,0.18
"id11204",0.7,0.08,0.22
"id11208",0.34,0.22,0.44
"id11212",0.06,0.24,0.7
"id11214",0.62,0.12,0.26
"id11216",0.16,0.72,0.12
"id11218",0.5,0.08,0.42
"id11226",0.62,0.24,0.14
"id11232",0.54,0.2,0.26
"id11233",0.66,0.04,0.3
"id11234",0.42,0.38,0.2
"id11238",0.68,0.16,0.16
"id11246",0.46,0.14,0.4
"id11253",0.48,0.1,0.42
"id11254",0.62,0.04,0.34
"id11255",0.58,0.06,0.36
"id11262",0.14,0.1,0.76
"id11270",0.82,0.16,0.02
"id11272",0.98,0,0.02
"id11277",0.68,0.08,0.24
"id11278",0.78,0.18,0.04
"id11279",0.4,0.42,0.18
"id11280",0.56,0.44,0
"id11283",0.36,0.26,0.38
"id11285",0.8,0.02,0.18
"id11289",0.36,0.1,0.54
"id11298",0.3,0.1,0.6
"id11300",0.34,0.6,0.06
"id11305",0.5,0.22,0.28
"id11306",0.48,0.4,0.12
"id11307",0.56,0.08,0.36
"id11308",0.44,0.26,0.3
"id11310",0.2,0.58,0.22
"id11312",0.2,0.58,0.22
"id11315",0.24,0.32,0.44
"id11323",0.48,0.44,0.08
"id11332",0.4,0.42,0.18
"id11334",0.6,0.3,0.1
"id11339",0.42,0.54,0.04
"id11340",0.62,0.16,0.22
"id11341",0.46,0.46,0.08
"id11352",0.38,0.02,0.6
"id11357",0.58,0.14,0.28
"id11367",0.8,0.02,0.18
"id11373",0.8,0.04,0.16
"id11375",0.54,0.3,0.16
"id11377",0.34,0.16,0.5
"id11381",0.66,0,0.34
"id11383",0.48,0.28,0.24
"id11384",0.22,0.64,0.14
"id11386",0.42,0.48,0.1
"id11387",0.36,0.34,0.3
"id11392",0.62,0.06,0.32
"id11393",0.42,0.3,0.28
"id11395",0.92,0.06,0.02
"id11408",0.56,0.3,0.14
"id11410",0.46,0.44,0.1
"id11414",0.48,0.14,0.38
"id11424",0.76,0,0.24
"id11426",0.54,0.26,0.2
"id11427",0.38,0.02,0.6
"id11433",0.62,0.36,0.02
"id11434",0.2,0.64,0.16
"id11442",0.6,0.28,0.12
"id11443",0.5,0.16,0.34
"id11453",0.3,0.36,0.34
"id11454",0.42,0.4,0.18
"id11456",0.74,0.06,0.2
"id11457",0.64,0.24,0.12
"id11461",0.52,0.4,0.08
"id11463",0.36,0.62,0.02
"id11466",0.64,0,0.36
"id11468",0.18,0.08,0.74
"id11480",0.6,0.02,0.38
"id11482",0.6,0.28,0.12
"id11484",0.56,0,0.44
"id11485",0.48,0.16,0.36
"id11487",0.46,0.42,0.12
"id11493",0.22,0.18,0.6
"id11495",0.7,0.06,0.24
"id11496",0.64,0.34,0.02
"id11497",0.9,0.08,0.02
"id11502",0.42,0.52,0.06
"id11503",0.6,0.34,0.06
"id11507",0.64,0.28,0.08
"id11508",0.38,0.22,0.4
"id11509",1,0,0
"id11511",0.66,0.22,0.12
"id11512",0.2,0.34,0.46
"id11515",0.66,0.26,0.08
"id11519",0.68,0.08,0.24
"id11521",0.04,0.2,0.76
"id11526",0.6,0.36,0.04
"id11527",0.62,0.1,0.28
"id11529",0.7,0.08,0.22
"id11532",0.24,0.2,0.56
"id11534",0.82,0.14,0.04
"id11537",0.88,0.04,0.08
"id11539",0.44,0.42,0.14
"id11540",0.4,0.56,0.04
"id11544",0.34,0.1,0.56
"id11545",0.46,0.44,0.1
"id11546",0.5,0.12,0.38
"id11550",0.38,0.28,0.34
"id11552",0.66,0.3,0.04
"id11553",0.78,0.08,0.14
"id11556",0.74,0.18,0.08
"id11557",0.32,0.14,0.54
"id11558",0.32,0.44,0.24
"id11562",0.7,0.1,0.2
"id11564",0.68,0.1,0.22
"id11565",0.6,0.36,0.04
"id11573",0.4,0.26,0.34
"id11581",0.76,0.02,0.22
"id11584",0.26,0.44,0.3
"id11585",0.26,0.62,0.12
"id11587",0.42,0.58,0
"id11590",0.6,0.2,0.2
"id11593",0.4,0.22,0.38
"id11595",0.14,0.68,0.18
"id11598",0.8,0.04,0.16
"id11599",0.66,0.24,0.1
"id11611",0.28,0.2,0.52
"id11616",0.8,0.06,0.14
"id11619",0.42,0.5,0.08
"id11625",0.1,0.16,0.74
"id11626",0.7,0.3,0
"id11627",0.78,0.08,0.14
"id11631",0.28,0.12,0.6
"id11633",0.3,0.38,0.32
"id11638",0.38,0.1,0.52
"id11640",0.4,0.52,0.08
"id11646",0.88,0.06,0.06
"id11647",0.48,0.48,0.04
"id11651",0.9,0.1,0
"id11653",0.34,0.12,0.54
"id11655",0.56,0.34,0.1
"id11659",0.62,0,0.38
"id11663",0.6,0.16,0.24
"id11666",0.4,0.48,0.12
"id11668",1,0,0
"id11675",0.3,0.3,0.4
"id11676",0.46,0.12,0.42
"id11680",0.2,0.32,0.48
"id11682",0.68,0.1,0.22
"id11683",0.3,0.52,0.18
"id11685",0.58,0.3,0.12
"id11692",0.78,0,0.22
"id11693",0.94,0.04,0.02
"id11698",0.5,0.44,0.06
"id11701",0.22,0.3,0.48
"id11706",0.22,0.08,0.7
"id11707",0.84,0.08,0.08
"id11708",0.42,0.2,0.38
"id11710",0.5,0.06,0.44
"id11712",0.88,0.04,0.08
"id11715",0.42,0.18,0.4
"id11719",0.36,0.58,0.06
"id11724",0.78,0.12,0.1
"id11727",0.7,0.22,0.08
"id11730",0.5,0.22,0.28
"id11732",0.56,0.14,0.3
"id11734",0.62,0.28,0.1
"id11740",0.56,0.06,0.38
"id11741",0.54,0.12,0.34
"id11746",0.68,0.02,0.3
"id11749",0.92,0,0.08
"id11754",1,0,0
"id11758",0.56,0.36,0.08
"id11759",0.98,0,0.02
"id11760",0.74,0.08,0.18
"id11761",0.78,0.18,0.04
"id11764",0.6,0.28,0.12
"id11765",0.4,0.32,0.28
"id11769",0.46,0.52,0.02
"id11773",0.3,0.02,0.68
"id11774",0.46,0.08,0.46
"id11775",0.64,0.06,0.3
"id11776",0.38,0.62,0
"id11784",0.44,0.32,0.24
"id11791",0.56,0.08,0.36
"id11794",0.34,0.1,0.56
"id11800",0.28,0.08,0.64
"id11813",0.24,0.42,0.34
"id11815",0.18,0.68,0.14
"id11816",0.58,0.2,0.22
"id11818",0.46,0.32,0.22
"id11819",0.7,0.12,0.18
"id11828",0.58,0.2,0.22
"id11831",0.6,0.04,0.36
"id11837",0.78,0.06,0.16
"id11844",0.56,0.04,0.4
"id11848",0.38,0.48,0.14
"id11851",0.5,0.14,0.36
"id11852",0.62,0,0.38
"id11856",0.4,0.06,0.54
"id11857",0.36,0.28,0.36
"id11858",0.16,0.14,0.7
"id11859",0.56,0.28,0.16
"id11862",0.14,0.26,0.6
"id11866",0.64,0.22,0.14
"id11867",0.2,0.54,0.26
"id11869",0.54,0.34,0.12
"id11872",0.44,0.54,0.02
"id11873",0.2,0.16,0.64
"id11877",0.56,0.36,0.08
"id11879",0.72,0.24,0.04
"id11885",0.12,0.54,0.34
"id11890",0.38,0.56,0.06
"id11895",0.36,0.5,0.14
"id11898",0.34,0.46,0.2
"id11899",0.86,0,0.14
"id11902",0.86,0.1,0.04
"id11903",0.96,0.04,0
"id11910",0.9,0,0.1
"id11914",0.58,0.02,0.4
"id11915",0.4,0.46,0.14
"id11916",0.16,0.46,0.38
"id11917",0.62,0.06,0.32
"id11922",0.32,0.66,0.02
"id11924",0.34,0.38,0.28
"id11929",1,0,0
"id11931",0.46,0.52,0.02
"id11934",0.5,0.36,0.14
"id11940",0.24,0.74,0.02
"id11941",0.3,0.52,0.18
"id11942",0.64,0.36,0
"id11944",0.5,0.4,0.1
"id11945",0.16,0.28,0.56
"id11952",0.68,0.04,0.28
"id11954",0.56,0.12,0.32
"id11955",0.1,0.48,0.42
"id11957",0.36,0.58,0.06
"id11959",0.28,0.6,0.12
"id11961",0.24,0.5,0.26
"id11967",0.36,0.3,0.34
"id11969",0.3,0.32,0.38
"id11975",0.66,0.3,0.04
"id11981",0.5,0.38,0.12
"id11982",0.6,0.3,0.1
"id11983",0.36,0.16,0.48
"id11984",0.6,0.24,0.16
"id11987",0.14,0.32,0.54
"id11988",0.66,0.34,0
"id11989",0.88,0,0.12
"id11990",0.62,0.28,0.1
"id11991",0.22,0.14,0.64
"id11992",0.7,0.28,0.02
"id11995",0.04,0.1,0.86
"id11999",0.1,0.48,0.42
"id12002",0.6,0.08,0.32
"id12003",1,0,0
"id12006",0.4,0.24,0.36
"id12009",0.62,0.36,0.02
"id12010",0.28,0.66,0.06
"id12012",0.24,0.22,0.54
"id12015",0.42,0.42,0.16
"id12016",1,0,0
"id12018",0.6,0.36,0.04
"id12019",0.56,0.3,0.14
"id12022",0.66,0.18,0.16
"id12023",0.92,0.08,0
"id12025",0.38,0.32,0.3
"id12027",0.92,0.06,0.02
"id12028",0.56,0.28,0.16
"id12030",0.58,0.06,0.36
"id12033",0.46,0.44,0.1
"id12035",0.24,0.16,0.6
"id12040",0.44,0.46,0.1
"id12043",0.52,0.26,0.22
"id12045",0.4,0.38,0.22
"id12049",0.5,0.26,0.24
"id12050",0.78,0.18,0.04
"id12052",0.52,0.3,0.18
"id12055",0.64,0.2,0.16
"id12059",0.78,0.22,0
"id12061",0.48,0.4,0.12
"id12062",0.96,0.04,0
"id12066",0.74,0.08,0.18
"id12069",0.36,0.5,0.14
"id12074",0.52,0.28,0.2
"id12075",0.74,0.24,0.02
"id12076",0.54,0.44,0.02
"id12081",0.88,0.02,0.1
"id12083",0.18,0.3,0.52
"id12086",0.76,0.08,0.16
"id12090",0.78,0.14,0.08
"id12094",0.2,0.6,0.2
"id12099",0.2,0.1,0.7
"id12102",0.8,0.02,0.18
"id12111",0.64,0,0.36
"id12120",0.34,0.3,0.36
"id12123",0.78,0.16,0.06
"id12134",0.44,0.1,0.46
"id12135",0.2,0.7,0.1
"id12137",0.72,0.08,0.2
"id12138",0.56,0.3,0.14
"id12143",0.76,0.2,0.04
"id12144",0.04,0.24,0.72
"id12149",0.34,0.08,0.58
"id12156",0.64,0.2,0.16
"id12158",0.6,0.32,0.08
"id12160",0.34,0.28,0.38
"id12163",0.9,0.06,0.04
"id12170",0.74,0.22,0.04
"id12171",0.5,0.44,0.06
"id12173",0.38,0.18,0.44
"id12175",0.74,0.08,0.18
"id12185",0.4,0.4,0.2
"id12191",0.14,0.3,0.56
"id12192",0.74,0.12,0.14
"id12196",0.54,0.2,0.26
"id12201",0.98,0,0.02
"id12206",0.44,0.12,0.44
"id12207",0.24,0.42,0.34
"id12216",0.46,0.14,0.4
"id12217",0.94,0.04,0.02
"id12225",0.9,0,0.1
"id12226",0.28,0.1,0.62
"id12231",0.4,0.56,0.04
"id12235",0.3,0.22,0.48
"id12248",0.48,0.26,0.26
"id12250",0.62,0.26,0.12
"id12253",0.8,0.12,0.08
"id12258",0.8,0.18,0.02
"id12262",0.86,0.08,0.06
"id12263",0.6,0.24,0.16
"id12265",0.42,0.14,0.44
"id12266",0.54,0.1,0.36
"id12271",0.78,0.16,0.06
"id12277",0.38,0.28,0.34
"id12282",0.52,0.44,0.04
"id12284",0.28,0.42,0.3
"id12285",0.2,0.4,0.4
"id12287",0.42,0.3,0.28
"id12290",0.74,0.06,0.2
"id12295",0.52,0.32,0.16
"id12296",0.78,0,0.22
"id12297",0.54,0.24,0.22
"id12299",0.88,0.02,0.1
"id12300",0.52,0.02,0.46
"id12302",0.78,0.04,0.18
"id12303",0.4,0.54,0.06
"id12316",0.18,0.82,0
"id12318",0.6,0.1,0.3
"id12319",0.46,0.24,0.3
"id12323",0.98,0.02,0
"id12332",0.68,0.02,0.3
"id12334",0.16,0.64,0.2
"id12341",0.64,0.1,0.26
"id12344",0.48,0.14,0.38
"id12347",0.68,0.2,0.12
"id12349",0.38,0.42,0.2
"id12351",0.7,0.16,0.14
"id12356",0.76,0.22,0.02
"id12357",0.66,0.1,0.24
"id12367",0.64,0.24,0.12
"id12370",0.24,0.16,0.6
"id12372",0.72,0.06,0.22
"id12381",0.64,0.18,0.18
"id12383",1,0,0
"id12385",0.62,0.1,0.28
"id12387",0.2,0.38,0.42
"id12388",0.48,0.5,0.02
"id12389",0.72,0.24,0.04
"id12393",0.22,0.52,0.26
"id12396",0.64,0.26,0.1
"id12397",0.4,0.12,0.48
"id12403",0.46,0.36,0.18
"id12405",0.6,0.26,0.14
"id12406",0.98,0.02,0
"id12408",0.42,0.48,0.1
"id12410",0.66,0.28,0.06
"id12412",0.16,0.64,0.2
"id12413",0.26,0.4,0.34
"id12417",0.4,0.48,0.12
"id12423",0.68,0.18,0.14
"id12424",0.3,0.32,0.38
"id12429",0.2,0.48,0.32
"id12430",0.34,0.64,0.02
"id12431",0.62,0.22,0.16
"id12440",0.54,0.14,0.32
"id12451",0.26,0.4,0.34
"id12456",0.48,0.34,0.18
"id12460",0.82,0.02,0.16
"id12463",0.24,0.42,0.34
"id12466",0.42,0.44,0.14
"id12467",0.96,0,0.04
"id12468",0.38,0.58,0.04
"id12470",0.22,0.42,0.36
"id12473",0.56,0.36,0.08
"id12475",0.3,0.28,0.42
"id12476",0.12,0.62,0.26
"id12478",0.74,0.16,0.1
"id12484",0.18,0.36,0.46
"id12489",0.24,0.44,0.32
"id12493",0.78,0.12,0.1
"id12499",0.8,0.12,0.08
"id12505",0.34,0.62,0.04
"id12508",0.38,0.42,0.2
"id12514",0.84,0.02,0.14
"id12520",0.92,0.04,0.04
"id12521",0.54,0.26,0.2
"id12522",0.5,0,0.5
"id12523",0.86,0,0.14
"id12524",0.56,0.36,0.08
"id12527",1,0,0
"id12528",0.66,0.26,0.08
"id12530",0.18,0.68,0.14
"id12536",0.52,0.2,0.28
"id12540",0.26,0.6,0.14
"id12544",0.6,0.4,0
"id12551",0.3,0.6,0.1
"id12557",0.28,0.48,0.24
"id12558",0.68,0.06,0.26
"id12562",0.5,0.28,0.22
"id12563",0.26,0.12,0.62
"id12568",0.56,0.34,0.1
"id12581",0.46,0.28,0.26
"id12582",0.94,0,0.06
"id12592",0.3,0.6,0.1
"id12595",0.18,0.72,0.1
"id12607",0.66,0.14,0.2
"id12608",0.38,0.4,0.22
"id12616",0.42,0.48,0.1
"id12619",0.68,0.08,0.24
"id12620",0.72,0.22,0.06
"id12622",0.48,0.38,0.14
"id12623",0.62,0.36,0.02
"id12624",0.24,0.46,0.3
"id12625",0.2,0.16,0.64
"id12629",0.62,0.26,0.12
"id12630",1,0,0
"id12635",0.6,0.34,0.06
"id12636",0.6,0.04,0.36
"id12649",0.4,0.56,0.04
"id12652",0.18,0.24,0.58
"id12653",0.2,0.46,0.34
"id12655",0.18,0.62,0.2
"id12658",0.72,0.14,0.14
"id12659",0.74,0.22,0.04
"id12660",0.68,0.02,0.3
"id12664",0.4,0.22,0.38
"id12669",0.66,0.22,0.12
"id12672",0.44,0.52,0.04
"id12682",0.56,0.1,0.34
"id12688",0.16,0.66,0.18
"id12700",0.64,0.24,0.12
"id12706",0.72,0.1,0.18
"id12708",0.74,0.16,0.1
"id12709",0.68,0.16,0.16
"id12713",0.48,0.3,0.22
"id12716",0.92,0.04,0.04
"id12719",0.88,0.12,0
"id12723",1,0,0
"id12725",0.74,0.22,0.04
"id12726",0.92,0,0.08
"id12727",0.74,0.12,0.14
"id12728",0.44,0.16,0.4
"id12730",0.36,0.58,0.06
"id12731",0.64,0.26,0.1
"id12736",0.44,0.46,0.1
"id12741",0.58,0.14,0.28
"id12743",0.44,0.46,0.1
"id12745",1,0,0
"id12747",0.56,0.26,0.18
"id12750",0.66,0.22,0.12
